X,TMDBID,title,releaseDate,rating,num_rating,stars,star1,star2,star3,star4,star5,director,runtime,genres,production,country,budget,revenue,date,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,ScienceFiction,Thriller,War,Western
2673,5551,Space Cowboys,7/31/00,6.2,172,"['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland', 'James Garner', 'James Cromwell']",Clint Eastwood,Tommy Lee Jones,Donald Sutherland,James Garner,James Cromwell,Clint Eastwood,130,"['Action', 'Adventure', 'Thriller']",Village Roadshow Pictures,United States of America,65000000,9.00E+07,7/31/00,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2678,33408,The Crush,4/2/93,5.6,20,"['Cary Elwes', 'Alicia Silverstone', 'Jennifer Rubin', 'Kurtwood Smith', 'Amber Benson']",Cary Elwes,Alicia Silverstone,Jennifer Rubin,Kurtwood Smith,Amber Benson,Alan Shapiro,89,"['Drama', 'Thriller']",Warner Bros Pictures,United States of America,6000000,13609396,4/2/93,1993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2689,39473,Silent Fall,10/28/94,4.5,1,"['Richard Dreyfuss', 'Linda Hamilton', 'John Lithgow', 'J. T. Walsh', 'Ben Faulkner']",Richard Dreyfuss,Linda Hamilton,John Lithgow,J. T. Walsh,Ben Faulkner,Bruce Beresford,101,"['Drama', 'Thriller', 'Mystery']",Warner Bros.,United States of America,30000000,3180674,10/28/94,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2696,8843,The Cell,8/17/00,5.7,172,"['Jennifer Lopez', ""Vincent D'Onofrio"", 'Vince Vaughn', 'Marianne Jean-Baptiste', 'Catherine Sutherland']",Jennifer Lopez,Vincent D'Onofrio,Vince Vaughn,Marianne Jean-Baptiste,Catherine Sutherland,Tarsem Singh,107,"['Horror', 'Science Fiction', 'Thriller']",New Line Cinema,Germany,33000000,104155843,8/17/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2697,10643,Godzilla 2000,12/11/99,5.5,12,"['Takehiro Murata', 'Naomi Nishida', 'Mayu Suzuki', 'Hiroshi Abe', 'Shir? Sano']",Takehiro Murata,Naomi Nishida,Mayu Suzuki,Hiroshi Abe,Shir? Sano,Takao Okawara,107,"['Adventure', 'Horror', 'Action', 'Science Fiction']",Toho Film (Eiga) Co. Ltd.,Japan,1000000,10037390,12/11/99,1999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2698,37136,The Naked Gun: From the Files of Police Squad!,12/2/88,6.7,388,"['Leslie Nielsen', 'Priscilla Presley', 'Ricardo Montalban', 'George Kennedy', 'O.J. Simpson']",Leslie Nielsen,Priscilla Presley,Ricardo Montalban,George Kennedy,O.J. Simpson,David Zucker,85,"['Action', 'Comedy', 'Crime']",Paramount Pictures,United States of America,12000000,78756177,12/2/88,1988,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2699,37137,The Naked Gun 2?: The Smell of Fear,6/28/91,6.5,200,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy', 'O.J. Simpson', 'Robert Goulet']",Leslie Nielsen,Priscilla Presley,George Kennedy,O.J. Simpson,Robert Goulet,David Zucker,85,"['Action', 'Comedy', 'Crime']",Paramount Pictures,United States of America,23000000,86930411,6/28/91,1991,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2706,1588,Bring It On,8/25/00,5.7,352,"['Kirsten Dunst', 'Jesse Bradford', 'Huntley Ritter', 'Eliza Dushku', 'Gabrielle Union']",Kirsten Dunst,Jesse Bradford,Huntley Ritter,Eliza Dushku,Gabrielle Union,Peyton Reed,98,['Comedy'],Beacon Communications,United States of America,28000000,90449929,8/25/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2708,12211,Highlander: Endgame,9/1/00,4.5,38,"['Christopher Lambert', 'Bruce Payne', 'Adrian Paul', 'Donnie Yen', 'Lisa Barbuscia']",Christopher Lambert,Bruce Payne,Adrian Paul,Donnie Yen,Lisa Barbuscia,Douglas Aarniokoski,87,"['Action', 'Fantasy', 'Science Fiction']",Davis-Panzer Productions,United States of America,25000000,15843608,9/1/00,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2714,786,Almost Famous,9/8/00,7.2,348,"['Kate Hudson', 'Billy Crudup', 'Frances McDormand', 'Jason Lee', 'Patrick Fugit']",Kate Hudson,Billy Crudup,Frances McDormand,Jason Lee,Patrick Fugit,Cameron Crowe,122,"['Drama', 'Music']",Columbia Pictures,United States of America,60000000,47383689,9/8/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2719,10562,Under Suspicion,9/24/00,6,34,"['Gene Hackman', 'Morgan Freeman', 'Thomas Jane', 'Monica Bellucci', 'Nydia Caro']",Gene Hackman,Morgan Freeman,Thomas Jane,Monica Bellucci,Nydia Caro,Stephen Hopkins,110,"['Mystery', 'Thriller']",Revelations Entertainment,United States of America,25000000,260562,9/24/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2721,16,Dancer in the Dark,5/17/00,7.3,141,"['Bj?rk', 'Catherine Deneuve', 'David Morse', 'Peter Stormare', 'Joel Grey']",Bj?rk,Catherine Deneuve,David Morse,Peter Stormare,Joel Grey,Lars von Trier,140,"['Drama', 'Crime', 'Music']",Fine Line Features,Argentina,12800000,40031879,5/17/00,2000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2724,10637,Remember the Titans,9/29/00,7.2,443,"['Denzel Washington', 'Will Patton', 'Ryan Hurst', 'Wood Harris', 'Hayden Panettiere']",Denzel Washington,Will Patton,Ryan Hurst,Wood Harris,Hayden Panettiere,Boaz Yakin,113,['Drama'],Walt Disney Pictures,United States of America,30000000,136706683,9/29/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2725,9003,Hellraiser,9/11/87,6.6,136,"['Andrew Robinson', 'Clare Higgins', 'Ashley Laurence', 'Sean Chapman', 'Oliver Smith']",Andrew Robinson,Clare Higgins,Ashley Laurence,Sean Chapman,Oliver Smith,Clive Barker,94,"['Horror', 'Thriller']",Cinemarque Entertainment BV,United Kingdom,1000000,14564027,9/11/87,1987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2727,11569,Hellraiser III: Hell on Earth,9/11/92,4.9,47,"['Kevin Bernhardt', 'Terry Farrell', 'Ken Carpenter', 'Doug Bradley', 'Paula Marshall']",Kevin Bernhardt,Terry Farrell,Ken Carpenter,Doug Bradley,Paula Marshall,Anthony Hickox,93,"['Horror', 'Thriller', 'War']",Fifth Avenue Entertainment,United States of America,5000000,12534961,9/11/92,1992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
2739,10461,Get Carter,10/6/00,5.4,63,"['Sylvester Stallone', 'Miranda Richardson', 'Rachael Leigh Cook', 'Mickey Rourke', 'Johnny Strong']",Sylvester Stallone,Miranda Richardson,Rachael Leigh Cook,Mickey Rourke,Johnny Strong,Stephen T. Kay,102,"['Action', 'Drama', 'Thriller', 'Crime']",Franchise Pictures,United States of America,63600000,19412993,10/6/00,2000,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2741,1597,Meet the Parents,10/5/00,6.5,739,"['Ben Stiller', 'Robert De Niro', 'Teri Polo', 'Blythe Danner', 'Owen Wilson']",Ben Stiller,Robert De Niro,Teri Polo,Blythe Danner,Owen Wilson,Jay Roach,108,"['Comedy', 'Romance']",DreamWorks SKG,United States of America,55000000,330444045,10/5/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2742,641,Requiem for a Dream,10/27/00,7.6,947,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans', 'Christopher McDonald']",Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Darren Aronofsky,102,['Drama'],Artisan Entertainment,United States of America,4500000,7390108,10/27/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2746,16888,The Ladies Man,10/13/00,5.3,9,"['Tim Meadows', 'Karyn Parsons', 'Billy Dee Williams', 'John Witherspoon', 'Jill Talley']",Tim Meadows,Karyn Parsons,Billy Dee Williams,John Witherspoon,Jill Talley,Reginald Hudlin,84,['Comedy'],SNL Studios,United States of America,24000000,13700000,10/13/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2757,71,Billy Elliot,5/18/00,7.1,266,"['Jamie Bell', 'Julie Walters', 'Jean Heywood', 'Jamie Draven', 'Gary Lewis']",Jamie Bell,Julie Walters,Jean Heywood,Jamie Draven,Gary Lewis,Stephen Daldry,110,"['Drama', 'Comedy', 'Music']",BBC Films,France,5000000,1.10E+08,5/18/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2758,1636,Bedazzled,10/19/00,5.3,239,"['Elizabeth Hurley', 'Brendan Fraser', ""Frances O'Connor"", 'Orlando Jones', 'Paul Adelstein']",Elizabeth Hurley,Brendan Fraser,Frances O'Connor,Orlando Jones,Paul Adelstein,Harold Ramis,93,"['Fantasy', 'Comedy', 'Romance']",Twentieth Century Fox Film Corporation,United States of America,48000000,90383208,10/19/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2759,10647,Pay It Forward,10/12/00,6.7,175,"['Kevin Spacey', 'Helen Hunt', 'Haley Joel Osment', 'Jay Mohr', 'Jim Caviezel']",Kevin Spacey,Helen Hunt,Haley Joel Osment,Jay Mohr,Jim Caviezel,Mimi Leder,122,"['Drama', 'Romance']",Bel Air Entertainment,United States of America,40000000,55707411,10/12/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2764,4327,Charlie's Angels,11/2/00,5.5,553,"['Cameron Diaz', 'Lucy Liu', 'Drew Barrymore', 'Bill Murray', 'John Forsythe']",Cameron Diaz,Lucy Liu,Drew Barrymore,Bill Murray,John Forsythe,McG,98,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Columbia Pictures,United States of America,92000000,264105545,11/2/00,2000,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2765,4958,The Legend of Bagger Vance,11/2/00,6.3,114,"['Matt Damon', 'Bruce McGill', 'Charlize Theron', 'Will Smith', 'Joel Gretsch']",Matt Damon,Bruce McGill,Charlize Theron,Will Smith,Joel Gretsch,Robert Redford,126,"['Fantasy', 'Drama']",20th Century Fox,United States of America,80000000,39459427,11/2/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2767,11978,Men of Honor,9/13/00,7,284,"['Robert De Niro', 'Cuba Gooding Jr.', 'Charlize Theron', 'Aunjanue Ellis', 'Hal Holbrook']",Robert De Niro,Cuba Gooding Jr.,Charlize Theron,Aunjanue Ellis,Hal Holbrook,"George Tillman, Jr.",129,['Drama'],Fox 2000 Pictures,United States of America,32000000,48814909,9/13/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2768,8870,Red Planet,11/10/00,5.2,96,"['Val Kilmer', 'Carrie-Anne Moss', 'Benjamin Bratt', 'Tom Sizemore', 'Simon Baker']",Val Kilmer,Carrie-Anne Moss,Benjamin Bratt,Tom Sizemore,Simon Baker,Antony Hoffman,106,"['Thriller', 'Action', 'Science Fiction']",Village Roadshow Pictures,Australia,80000000,33463969,11/10/00,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2773,8452,The 6th Day,11/17/00,5.5,255,"['Arnold Schwarzenegger', 'Michael Rapaport', 'Tony Goldwyn', 'Michael Rooker', 'Sarah Wynter']",Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn,Michael Rooker,Sarah Wynter,Roger Spottiswoode,123,"['Science Fiction', 'Action', 'Thriller']",Columbia Pictures,Canada,82000000,96085477,11/17/00,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2774,10862,Bounce,11/15/00,5.2,47,"['Ben Affleck', 'Gwyneth Paltrow', 'Joe Morton', 'Natasha Henstridge', 'Tony Goldwyn']",Ben Affleck,Gwyneth Paltrow,Joe Morton,Natasha Henstridge,Tony Goldwyn,Don Roos,106,"['Drama', 'Romance']",Miramax Films,United States of America,35000000,36779296,11/15/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2775,8871,How the Grinch Stole Christmas,11/17/00,5.9,519,"['Jim Carrey', 'Taylor Momsen', 'Jeffrey Tambor', 'Christine Baranski', 'Bill Irwin']",Jim Carrey,Taylor Momsen,Jeffrey Tambor,Christine Baranski,Bill Irwin,Ron Howard,104,"['Family', 'Comedy', 'Fantasy']",Imagine Entertainment,Germany,123000000,345141403,11/17/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2777,10481,102 Dalmatians,10/7/00,5,104,"['Glenn Close', 'Ioan Gruffudd', 'Alice Evans', 'Tim McInnerny', 'G?rard Depardieu']",Glenn Close,Ioan Gruffudd,Alice Evans,Tim McInnerny,G?rard Depardieu,Kevin Lima,100,"['Comedy', 'Family']",Walt Disney Pictures,United States of America,85000000,183611771,10/7/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2779,10876,Quills,11/22/00,6.5,36,"['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix', 'Michael Caine', 'Billie Whitelaw']",Geoffrey Rush,Kate Winslet,Joaquin Phoenix,Michael Caine,Billie Whitelaw,Philip Kaufman,124,['Drama'],Fox Searchlight Pictures,Germany,13500000,7060876,11/22/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2780,9741,Unbreakable,11/13/00,6.6,648,"['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright', 'Spencer Treat Clark', 'John Patrick Amedori']",Bruce Willis,Samuel L. Jackson,Robin Wright,Spencer Treat Clark,John Patrick Amedori,M. Night Shyamalan,106,"['Action', 'Fantasy', 'Thriller']",Limited Edition Productions Inc.,United States of America,75000000,248118121,11/13/00,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2781,146,"Crouching Tiger, Hidden Dragon",10/1/00,6.9,475,"['Michelle Yeoh', 'Zhang Ziyi', 'Chang Chen', 'Sihung Lung', 'Cheng Pei-Pei']",Michelle Yeoh,Zhang Ziyi,Chang Chen,Sihung Lung,Cheng Pei-Pei,Ang Lee,120,"['Adventure', 'Drama', 'Action', 'Romance']",Sony Pictures Classics,China,17000000,213525736,10/1/00,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2782,11849,Dungeons & Dragons,12/8/00,3.7,63,"['Justin Whalin', 'Jeremy Irons', 'Thora Birch', 'Bruce Payne', 'Zoe McLellan']",Justin Whalin,Jeremy Irons,Thora Birch,Bruce Payne,Zoe McLellan,Courtney Solomon,107,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",New Line Cinema,Czech Republic,35000000,15185241,12/8/00,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2784,11678,Vertical Limit,12/8/00,6.1,110,"[""Chris O'Donnell"", 'Robin Tunney', 'Bill Paxton', 'Scott Glenn', 'Izabella Scorupco']",Chris O'Donnell,Robin Tunney,Bill Paxton,Scott Glenn,Izabella Scorupco,Martin Campbell,124,"['Action', 'Adventure', 'Thriller']",Columbia Pictures Corporation,New Zealand,75000000,68473360,12/8/00,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2788,708,The Living Daylights,6/29/87,5.9,189,"['Timothy Dalton', ""Maryam d'Abo"", 'Jeroen Krabb?', 'Joe Don Baker', 'John Rhys-Davies']",Timothy Dalton,Maryam d'Abo,Jeroen Krabb?,Joe Don Baker,John Rhys-Davies,John Glen,130,"['Action', 'Adventure', 'Thriller']",Eon Productions,United Kingdom,40000000,191185897,6/29/87,1987,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2790,10673,Wall Street,12/10/87,6.7,231,"['Charlie Sheen', 'Michael Douglas', 'Martin Sheen', 'Daryl Hannah', 'John C. McGinley']",Charlie Sheen,Michael Douglas,Martin Sheen,Daryl Hannah,John C. McGinley,Oliver Stone,126,"['Crime', 'Drama']",Twentieth Century Fox Film Corporation,United States of America,15000000,43848069,12/10/87,1987,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2791,2604,Born on the Fourth of July,12/20/89,6.3,141,"['Tom Cruise', 'Raymond J. Barry', 'Caroline Kava', 'Holly Marie Combs', 'Kyra Sedgwick']",Tom Cruise,Raymond J. Barry,Caroline Kava,Holly Marie Combs,Kyra Sedgwick,Oliver Stone,145,"['Drama', 'War']",Universal Pictures,United States of America,14000000,161001698,12/20/89,1989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2792,10132,Talk Radio,12/21/88,6,13,"['Eric Bogosian', 'Ellen Greene', 'Leslie Hope', 'John C. McGinley', 'Alec Baldwin']",Eric Bogosian,Ellen Greene,Leslie Hope,John C. McGinley,Alec Baldwin,Oliver Stone,110,['Drama'],Cineplex-Odeon Films,Canada,4000000,3468572,12/21/88,1988,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2794,107,Snatch,9/1/00,7.5,1686,"['Jason Statham', 'Brad Pitt', 'Stephen Graham', 'Vinnie Jones', 'Alan Ford']",Jason Statham,Brad Pitt,Stephen Graham,Vinnie Jones,Alan Ford,Guy Ritchie,103,"['Thriller', 'Crime']",Columbia Pictures Corporation,United Kingdom,10000000,83557872,9/1/00,2000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2795,40820,Punchline,10/7/88,5.3,15,"['Sally Field', 'Tom Hanks', 'John Goodman', 'Mark Rydell', 'Kim Greist']",Sally Field,Tom Hanks,John Goodman,Mark Rydell,Kim Greist,David Seltzer,123,"['Comedy', 'Drama']",Columbia Pictures,United States of America,15000000,21032267,10/7/88,1988,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2796,392,Chocolat,12/14/00,6.6,414,"['Juliette Binoche', 'Alfred Molina', 'Johnny Depp', 'Carrie-Anne Moss', 'Judi Dench']",Juliette Binoche,Alfred Molina,Johnny Depp,Carrie-Anne Moss,Judi Dench,Lasse Hallstr?m,121,"['Comedy', 'Drama', 'Romance']",Miramax Films,United Kingdom,25000000,152500343,12/14/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2797,8859,"Dude, Where?s My Car?",12/15/00,5.1,223,"['Ashton Kutcher', 'Seann William Scott', 'Kristy Swanson', 'Jennifer Garner', 'Marla Sokoloff']",Ashton Kutcher,Seann William Scott,Kristy Swanson,Jennifer Garner,Marla Sokoloff,Danny Leiner,83,['Comedy'],Twentieth Century Fox Film Corporation,United States of America,13000000,73180723,12/15/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2798,11688,The Emperor's New Groove,12/9/00,7,633,"['David Spade', 'John Goodman', 'Eartha Kitt', 'Patrick Warburton', 'Wendie Malick']",David Spade,John Goodman,Eartha Kitt,Patrick Warburton,Wendie Malick,Mark Dindal,78,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Walt Disney Pictures,United States of America,100000000,169327687,12/9/00,2000,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2799,3981,What Women Want,12/14/00,6,452,"['Helen Hunt', 'Mel Gibson', 'Marisa Tomei', 'Lauren Holly', 'Mark Feuerstein']",Helen Hunt,Mel Gibson,Marisa Tomei,Lauren Holly,Mark Feuerstein,Nancy Meyers,127,"['Comedy', 'Romance']",Paramount Pictures,United States of America,70000000,374111707,12/14/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2800,711,Finding Forrester,12/21/00,6.9,126,"['Sean Connery', 'Rob Brown', 'F. Murray Abraham', 'Anna Paquin', 'Busta Rhymes']",Sean Connery,Rob Brown,F. Murray Abraham,Anna Paquin,Busta Rhymes,Gus Van Sant,136,['Drama'],Fountainbridge Films,United States of America,43000000,80049764,12/21/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2801,2046,The Gift,12/22/00,6.3,100,"['Cate Blanchett', 'Giovanni Ribisi', 'Keanu Reeves', 'Katie Holmes', 'Greg Kinnear']",Cate Blanchett,Giovanni Ribisi,Keanu Reeves,Katie Holmes,Greg Kinnear,Sam Raimi,111,"['Horror', 'Drama', 'Thriller', 'Mystery']",Lakeshore Entertainment,United States of America,10000000,12008642,12/22/00,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2803,8358,Cast Away,12/22/00,7.2,1332,"['Tom Hanks', 'Helen Hunt', 'Chris Noth', 'Paul Sanchez', 'Lari White']",Tom Hanks,Helen Hunt,Chris Noth,Paul Sanchez,Lari White,Robert Zemeckis,143,"['Adventure', 'Drama']",DreamWorks SKG,United States of America,90000000,429632142,12/22/00,2000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2804,5994,The Family Man,12/12/00,6.4,241,"['Nicolas Cage', 'T?a Leoni', 'Don Cheadle', 'Saul Rubinek', 'Makenzie Vega']",Nicolas Cage,T?a Leoni,Don Cheadle,Saul Rubinek,Makenzie Vega,Brett Ratner,125,"['Comedy', 'Drama', 'Romance', 'Fantasy']",Universal Pictures,United States of America,60000000,75764085,12/12/00,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
