,TMDBID,language,keyword1,keyword2,keyword3,art1,art2,sound1,sound2,producer1,producer2,producer3
8588,42744.0,en,london,NA,NA,NA,NA,NA,NA,NA,NA,NA
8589,37056.0,en,italy,letter,romantic comedy,Stuart Wurtzel,Saverio Sammali,Andrea Guerra,NA,Ellen Barkin,Mark Canton,Eric Feig
8590,38570.0,en,duringcreditsstinger,NA,NA,NA,NA,NA,NA,NA,NA,NA
8591,29917.0,en,gun,room,suspicion,Patrick Bill,Jason Lee Etienne,Stephen Barton,Chris Treble,Emma Style,NA,NA
8592,42139.0,es,NA,NA,NA,NA,NA,Emilio de Diego,NA,Emiliano Piedra,NA,NA
8593,28434.0,en,NA,NA,NA,NA,NA,Emilio de Diego,NA,Emiliano Piedra,NA,NA
8594,28871.0,en,NA,NA,NA,NA,NA,Emilio de Diego,NA,Emiliano Piedra,NA,NA
8595,35129.0,en,secret,murder,race relations,NA,NA,Leonard Rosenman,NA,David Susskind,NA,NA
8596,20533.0,en,gunslinger,dc comics,hell,D.J. Markuson,Tom Meyer,Marco Beltrami,Mastodon,Akiva Goldsman,Andrew Lazar,Joshua Levinson
8597,34544.0,en,war crimes,military court,military service,Michael Diner,Dan Hermansen,Alan Silvestri,Craig Henighan,Deborah Aquila,Alexa L. Fogel,Christine Kromer
8598,48003.0,en,mute,character name in title,eiffel tower paris,NA,NA,NA,NA,NA,NA,NA
8599,10193.0,en,hostage,college,toy,Bob Pauley,Daisuke 'Dice' Tsutsumi,Randy Newman,NA,John Lasseter,Darla K. Anderson,Nicole Paradis Grindle
8600,41397.0,en,duringcreditsstinger,woman director,NA,NA,NA,NA,NA,NA,NA,NA
8601,99627.0,en,party,playboy,model,NA,NA,NA,NA,NA,NA,NA
8602,198308.0,en,stand-up,stand up comedy,NA,NA,NA,NA,NA,NA,NA,NA
8603,39013.0,en,father,court,bail,Mark White,Rebecca Brown,Dickon Hinchliffe,NA,Kerry Barden,Paul Schnee,NA
8604,162880.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8605,38027.0,en,slave owner,NA,NA,NA,NA,NA,NA,NA,NA,NA
8606,10192.0,en,ogre,3d,NA,NA,NA,NA,NA,NA,NA,NA
8607,37414.0,en,sheriff,crime fighter,NA,NA,NA,NA,NA,NA,NA,NA
8608,39545.0,en,sheriff,crime fighter,NA,NA,NA,NA,NA,NA,NA,NA
8609,42615.0,en,sheriff,crime fighter,NA,NA,NA,NA,NA,NA,NA,NA
8610,13989.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8611,40819.0,en,NA,NA,NA,NA,NA,Bobby Tahouri,NA,Michael Stephenson,NA,NA
8612,43699.0,en,british politics,inspired by true events,indie,NA,NA,NA,NA,NA,NA,NA
8613,45371.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8614,109970.0,en,german,world war i,war,NA,NA,NA,NA,NA,NA,NA
8615,24021.0,en,vampire,graduation,immortality,Paul D. Austerberry,NA,Ellen Segal,Alexandra Patsavas,Wyck Godfrey,Karen Rosenfelt,Bill Bannerman
8616,36691.0,en,infidelity,bankrupt,lonelyness,NA,NA,NA,NA,Paul Schiff,Steven Soderbergh,Avy Kaufman
8617,41499.0,en,woman director,NA,NA,NA,NA,NA,NA,NA,NA,NA
8618,40215.0,en,woman director,NA,NA,NA,NA,NA,NA,NA,NA,NA
8619,10196.0,en,fire,ice,war ship,NA,NA,James Newton Howard,NA,NA,NA,NA
8620,91487.0,fr,guerilla,curfew,martial law,Jacques D'Ovidio,NA,M?kis Theodorakis,NA,Jacques Henri Barratier,L?on Sanz,NA
8621,29106.0,en,kleptomania,hypnosis,film noir,NA,NA,David Raksin,NA,Otto Preminger,NA,NA
8622,61302.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8623,26932.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8624,2363.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8625,34991.0,en,england,private eye,NA,NA,NA,NA,NA,NA,NA,NA
8626,16023.0,en,good versus evil,adult humor,imaginary land,NA,NA,NA,NA,NA,NA,NA
8627,34851.0,en,hunter,predator,alien life-form,NA,NA,John Debney,NA,Robert Rodriguez,Elizabeth Avellan,Alex Young
8628,20352.0,en,adoptive father,orphanage,life's dream,Yarrow Cheney,Eric Guillon,Pharrell Williams,Heitor Pereira,Sergio Pablos,Christopher Meledandri,Janet Healy
8629,27205.0,en,loss of lover,dream,sleep,Guy Hendrix Dyas,Luke Freeborn,Hans Zimmer,NA,Christopher Nolan,Emma Thomas,Chris Brigham
8630,38365.0,en,overweight,swing,foot,NA,NA,NA,NA,NA,NA,NA
8631,27022.0,en,witch,fire,wolf,NA,NA,NA,NA,NA,NA,NA
8632,37834.0,en,spy,airport,gas station,Andrew Menzies,Greg Berry,John Powell,Daniel S. Irwin,Arnon Milchan,Joe Roth,Steve Pink
8633,4556.0,en,painter,biography,rembrandt,Maarten Piersma,James Willcock,Wlodzimierz Pawlik,Don Mann,Kees Kasander,Weronika Migon,Tania Polentarutti
8634,38575.0,en,duringcreditsstinger,NA,NA,Fran?ois S?guin,NA,James Horner,Pilar McCurry,Jada Pinkett Smith,Will Smith,Ken Stovitz
8635,39781.0,en,waitress,sperm,lesbian,Julie Berghoff,NA,Carter Burwell,NA,Gary Gilbert,Jeffrey Levy-Hinte,Celine Rattray
8636,73861.0,en,male nudity,female nudity,pornography,Nemanja Petrovi?,NA,Sky Wikluh,Nenad Jovanovic,Sr?an Spasojevi?,Nikola Pantelic,Dragoljub Vojnov
8637,40662.0,en,martial arts,vigilantes,joker,NA,NA,NA,NA,Michael Uslan,NA,NA
8638,27576.0,en,martial arts,vigilantes,joker,NA,NA,NA,NA,Michael Uslan,NA,NA
8639,42918.0,en,martial arts,vigilantes,joker,NA,NA,NA,NA,Michael Uslan,NA,NA
8640,1920.0,en,infidelity,press,police operation,NA,NA,Paul Dunlap,NA,Robert Goldstein,NA,NA
8641,31011.0,en,surrealism,NA,NA,NA,NA,NA,NA,NA,NA,NA
8642,26652.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8643,35262.0,en,pennsylvania,apartment,george washington,NA,NA,NA,NA,NA,NA,NA
8644,38778.0,en,mouse,idiot,mind control,Shane Prigmore,NA,NA,NA,NA,NA,NA
8645,17631.0,en,NA,NA,NA,NA,NA,NA,NA,Matteo Garrone,NA,NA
8646,124096.0,en,coming of age,woman director,NA,NA,NA,NA,NA,NA,NA,NA
8647,59881.0,en,musical,NA,NA,NA,NA,NA,NA,NA,NA,NA
8648,37766.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8649,20007.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8650,41483.0,en,NA,NA,NA,NA,NA,NA,NA,David Nemer,George Lekovic,Vladan Nikolic
8651,37472.0,cn,martial arts,sport,british,Kenneth Mak,NA,Kenji Kawai,NA,Xin Lee,Xin Lee,Ean Tang
8652,24122.0,en,new york,nanny,cheating husband,Ford Wheeler,Doug Huszti,Clint Mansell,NA,NA,NA,NA
8653,27581.0,en,new york,nanny,cheating husband,Ford Wheeler,Doug Huszti,Clint Mansell,NA,NA,NA,NA
8654,24508.0,en,new york,nanny,cheating husband,Ford Wheeler,Doug Huszti,Clint Mansell,NA,NA,NA,NA
8655,45322.0,en,werewolf,NA,NA,NA,NA,NA,NA,NA,NA,NA
8656,13221.0,no,rebel,war,NA,NA,NA,NA,NA,NA,NA,NA
8657,94618.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8658,33195.0,en,NA,NA,NA,Derek Wallace,Michael Higgins,Lucio Godoy,NA,Marc Baschet,C?domir Kolar,Alan Moloney
8659,53190.0,en,sports film,NA,NA,NA,NA,NA,NA,NA,NA,NA
8660,27578.0,en,martial arts,sniper,island,Franco-Giacomo Carbone,Drew Boughton,Brian Tyler,Robert Jackson,Deborah Aquila,Tricia Wood,Trevor Short
8661,22538.0,en,whipping,hipster,underage girlfriend,NA,NA,NA,NA,Marc Platt,NA,NA
8662,45803.0,en,artist,model,hypnotism,Anton Grot,NA,NA,NA,NA,NA,NA
8663,44629.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8664,23759.0,en,roman empire,ancient rome,ancient world,Jason Knox-Johnston,Andy Thomson,Christoph Bauschinger,Ilan Eshkeri,Christian Colson,Robert Jones,Ivana Mackinnon
8665,39800.0,en,drama,black comedy,comedy,NA,NA,NA,NA,Tere L?pez,NA,NA
8666,52270.0,en,country estate,plumber,czech,J. Russell Spencer,Lyle R. Wheeler,Cyril J. Mockridge,Roger Heman Sr.,Ernst Lubitsch,NA,NA
8667,46334.0,fr,NA,NA,NA,Guy-Claude Fran?ois,Guy-Claude Fran?ois,Oswald d'Andrea,NA,Fr?d?ric Bourboulon,Alain Sarde,NA
8668,80364.0,en,NA,NA,NA,Guy-Claude Fran?ois,Guy-Claude Fran?ois,Oswald d'Andrea,NA,Fr?d?ric Bourboulon,Alain Sarde,NA
8669,43549.0,en,NA,NA,NA,Guy-Claude Fran?ois,Guy-Claude Fran?ois,Oswald d'Andrea,NA,Fr?d?ric Bourboulon,Alain Sarde,NA
8670,14138.0,en,river,crocodile,swamp,Aaron Crothers,NA,Rafael May,Mario Vaccaro,David Nerlich,Michael Robertson,Andrew Traucki
8671,38150.0,en,gangster boss,birthmark,pact with the devil,Ricky Eyres,NA,David Julyan,NA,Pippa Cross,Richard Raymond,Manuel Puro
8672,43593.0,en,yacht,movie in movie,scuba diving,NA,NA,Michael Wandmacher,Robin Urdang,Alexandre Aja,Mark Canton,Gr?gory Levasseur
8673,44718.0,en,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
8674,15952.0,da,denmark,small town,adulterous wife,NA,NA,NA,NA,NA,NA,NA
8675,39563.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8676,41479.0,en,duringcreditsstinger,indie,NA,NA,NA,NA,NA,NA,NA,NA
8677,41248.0,fr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8678,37842.0,en,whiskey,experimental film,wallet,Jacques Saulnier,NA,Mark Snow,NA,Jean-Louis Livi,Julio Salvador,NA
8679,42194.0,en,videogame,martial arts,dystopia,NA,NA,Andy Ross,Derek Somaru,NA,NA,NA
8680,207937.0,en,wine,satire,foreign language adaptation,NA,NA,NA,NA,NA,NA,NA
8681,28609.0,ja,NA,NA,NA,NA,NA,NA,NA,Gen Fukunaga,NA,NA
8682,38358.0,ru,exorcism,fraud,evil spirit,NA,NA,Nathan Barr,NA,Marc Abraham,Thomas A. Bliss,Eli Roth
8683,32196.0,en,exorcism,fraud,evil spirit,NA,NA,Nathan Barr,NA,Marc Abraham,Thomas A. Bliss,Eli Roth
8684,27579.0,en,exorcism,fraud,evil spirit,NA,NA,Nathan Barr,NA,Marc Abraham,Thomas A. Bliss,Eli Roth
8685,14158.0,en,disgust,pain,stunt,NA,NA,NA,NA,NA,NA,NA
8686,172535.0,en,biography,NA,NA,NA,NA,NA,NA,NA,NA,NA
8687,41210.0,en,alcohol,single parent,baby,NA,NA,NA,NA,NA,NA,NA
8688,40663.0,en,contaminated  water,water,gas,NA,NA,NA,NA,NA,NA,NA
8689,23631.0,en,illegal immigration,immigration law,machete,NA,NA,Chingon,NA,Robert Rodriguez,Elizabeth Avellan,Rick Schwartz
8690,41233.0,en,musical,duringcreditsstinger,3d,NA,NA,NA,NA,NA,NA,NA
8691,38073.0,en,new york,san francisco,bar,Kevin Kavanaugh,Ray Fisher,Mychael Danna,NA,Jennifer Gibgot,Adam Shankman,Garrett Grant
8692,52337.0,en,marines,NA,NA,NA,NA,NA,NA,NA,NA,NA
8693,13585.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8694,36814.0,en,docudrama,NA,NA,NA,NA,NA,NA,Samuel G. Engel,NA,NA
8695,43642.0,en,NA,NA,NA,NA,NA,Andres Boulton,NA,NA,NA,NA
8696,55063.0,en,soul,music,NA,NA,NA,NA,NA,NA,NA,NA
8697,40985.0,en,refugee,german officer,doomed love,NA,NA,Louis Gruenberg,NA,NA,NA,NA
8698,40264.0,en,refugee,german officer,doomed love,NA,NA,Louis Gruenberg,NA,NA,NA,NA
8699,35791.0,en,refugee,german officer,doomed love,NA,NA,Louis Gruenberg,NA,NA,NA,NA
8700,42430.0,ja,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
8701,37645.0,en,NA,NA,NA,NA,NA,Klaus Badelt,Amaury de Nexon,Luc Besson,Pierre-Ange Le Pogam,Didier Hoarau
8702,37799.0,en,hacker,hacking,creator,Donald Graham Burt,Curt Beech,Trent Reznor,Atticus Ross,Scott Rudin,Dana Brunetti,Michael De Luca
8703,23168.0,en,money laundering,ambulance,boston,Sharon Seymour,Peter Borck,Harry Gregson-Williams,David Buckley,Lora Kennedy,David Crockett,William Fay
8704,37735.0,en,lie,high school,school,NA,NA,NA,NA,NA,NA,NA
8705,38167.0,en,indonesia,female protagonist,india,Bill Groom,Charley Beal,Dario Marianelli,NA,Dede Gardner,Jeremy Kleiner,Brad Pitt
8706,43939.0,en,duringcreditsstinger,NA,NA,NA,NA,Marty Fogg,NA,Casey Affleck,Joaquin Phoenix,Amanda White
8707,33909.0,en,duringcreditsstinger,NA,NA,NA,NA,Brian Eno,NA,NA,NA,NA
8708,41216.0,en,owl,NA,NA,Simon Whiteley,Grant Freckelton,David Hirschfelder,NA,Donald De Line,Nikki Barrett,Zareh Nalbandian
8709,43890.0,en,musical,broadway,NA,Cedric Gibbons,NA,NA,NA,John W. Considine Jr.,NA,NA
8710,35219.0,en,detective,train,alcoholic,NA,NA,NA,NA,NA,NA,NA
8711,34145.0,fr,friends,fugitive,police chase,NA,NA,Georges Delerue,NA,Robert Amon,Jean Darvey,NA
8712,43923.0,en,suicide,depression,coming of age,Beth Mickle,Michael Ahern,Paul Hsu,Paul Hsu,Cindy Tolan,Ben Browning,Kevin Misher
8713,38842.0,en,suicide,depression,coming of age,Beth Mickle,Michael Ahern,Paul Hsu,Paul Hsu,Cindy Tolan,Ben Browning,Kevin Misher
8714,38410.0,en,suicide,depression,coming of age,Beth Mickle,Michael Ahern,Paul Hsu,Paul Hsu,Cindy Tolan,Ben Browning,Kevin Misher
8715,25694.0,en,alice in wonderland,NA,NA,NA,NA,NA,NA,NA,NA,NA
8716,27023.0,en,aftercreditsstinger,indie,NA,NA,NA,NA,NA,NA,NA,NA
8717,38961.0,ru,countryside,journalist,village,Alan MacDonald,Tina Jones,Alexandre Desplat,Joakim Sundstr?m,Leo Davis,Tracey Seaward,Paul Trijbits
8718,45077.0,en,prom,gay son,co-worker,NA,NA,NA,NA,Miranda Bailey,NA,NA
8719,46198.0,en,based on novel,commercial,brother sister relationship,NA,NA,NA,NA,NA,NA,NA
8720,41402.0,en,vampire,child vampire,remake,Ford Wheeler,Guy Barnes,Michael Giacchino,NA,Tobin Armbrust,Alexander Yves Brunner,Guy East
8721,39486.0,en,horse race,horseback riding,biography,NA,NA,NA,NA,Mark Ciardi,Gordon Gray,NA
8722,44040.0,en,claustrophobia,trapped in an elevator,NA,Martin Whist,Douglas Slater,Fernando Vel?zquez,Tanya Noel Hill,Sam Mercer,Ashwin Rajan,John Rusk
8723,38303.0,en,brother sister relationship,marriage,bully,Craig Stearns,NA,Nathan Wang,NA,Andy Fickman,John J. Strauss,Betsy Sullenger
8724,38408.0,en,baby,godmother,beautiful woman,NA,NA,Blake Neely,NA,Paul Brooks,Barry Josephson,Denise Di Novi
8725,42296.0,en,aftercreditsstinger,NA,NA,NA,NA,NA,NA,NA,NA,NA
8726,38031.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8727,44113.0,en,prison,fire,manipulation,NA,NA,NA,NA,NA,NA,NA
8728,44639.0,en,prison,fire,manipulation,NA,NA,NA,NA,NA,NA,NA
8729,43933.0,en,prison,fire,manipulation,NA,NA,NA,NA,NA,NA,NA
8730,45094.0,en,prison,brother sister relationship,law school,NA,NA,Paul Cantelon,NA,Markus Barmettler,Anthony Callie,Ed Cathell III
8731,111315.0,en,servant,chauffeur,tramp,NA,NA,NA,NA,NA,NA,NA
8732,42188.0,en,soul,sadness,forgiveness,Mark Digby,NA,Rachel Portman,NA,Andrew Macdonald,Allon Reich,Richard Hewitt
8733,41201.0,en,aftercreditsstinger,NA,NA,Bjarne Hansen,Isobel Stenhouse,Jean Goudier,Laurent Levy,Bob Last,Sally Chomet,Philippe Carcassonne
8734,46812.0,en,NA,NA,NA,NA,NA,NA,NA,David Wicht,NA,NA
8735,38124.0,en,screenwriter,writing,writer's block,NA,NA,NA,NA,Paul Robert Herman,NA,NA
8736,45649.0,en,exploding building,duringcreditsstinger,NA,NA,NA,NA,NA,Julien Berlan,Gregory Bernard,Andy Henry
8737,41505.0,en,soul,faith,supernatural,Tim Galvin,Jesse Rosenthal,John Frizzell,NA,Diane Heery,Jason Loftus,Emilio Diez Barroso
8738,16290.0,en,pain,stunt,stuntman,NA,NA,Amjad Albasel,NA,Spike Jonze,Johnny Knoxville,Jeff Tremaine
8739,39312.0,en,guitar,radio,afghanistan,NA,NA,NA,NA,NA,NA,NA
8740,45650.0,en,basement,hole,little brother,Brentan Harron,Tyler Bishop Harron,Javier Navarrete,NA,Chris Bender,Claudio F?h,David Lancaster
8741,42941.0,en,vampire,supernatural,revenge,NA,NA,NA,NA,Ted Adams,Rui Costa Reis,Eliad Josephson
8742,39440.0,en,classroom,education,boy,NA,NA,NA,NA,NA,NA,NA
8743,41009.0,en,classroom,education,boy,NA,NA,NA,NA,NA,NA,NA
8744,52358.0,en,classroom,education,boy,NA,NA,NA,NA,NA,NA,NA
8745,39514.0,en,cia,retirement,shot to death,NA,NA,Christophe Beck,NA,Lorenzo di Bonaventura,Deborah Aquila,Tricia Wood
8746,98364.0,en,NA,NA,NA,Cedric Gibbons,Arthur Lonergan,NA,NA,Lawrence Weingarten,NA,NA
8747,44716.0,en,africa,friendship,bully,Peter Grant,NA,Johan S?derqvist,NA,Sisse Graum J?rgensen,Anna Anthony,Peter Aalb?k Jensen
8748,43931.0,en,soul,serial killer,slasher,NA,NA,Marco Beltrami,NA,Wes Craven,Anthony Katagas,Iya Labunka
8749,47426.0,en,revolution,protest,democracy,NA,NA,NA,NA,NA,NA,NA
8750,41211.0,fr,NA,NA,NA,Herv? Gallet,NA,Klaus Badelt,NA,Tatiana Vialle,Yann Zenou,Nicolas Duval-Adassovsky
8751,46332.0,fr,monk,sunrise,medicine,NA,NA,NA,NA,Pascal Caucheteux,Etienne Comar,NA
8752,41436.0,en,ouija board,haunting,demonic possession,Jennifer Spence,Niko Hovartos,NA,NA,Oren Peli,Michael Hothorn,Terri Taylor
8753,22398.0,en,NA,NA,NA,NA,NA,Louis Febre,NA,Howard Meltzer,John Penotti,Charles Randolph
8754,44603.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8755,41215.0,en,inquisition,monk,witch,John Frankish,Jens L?ckmann,Christian Henson,Kai Tebbel,Silke Koch,Susann Reitz,Robert Bernstein
8756,41439.0,fr,survivor,self help guru,stabbed in the mouth,Anthony Ianni,Peter Grundy,Charlie Clouser,NA,Mark Burg,Oren Koules,Peter Block
8757,41733.0,en,highway,slacker,hitchhiker,Bill Brzeski,Danielle Berman,Christophe Beck,Jos? Antonio Garc?a,Seth Yanklewitz,Juel Bestrop,Susan Downey
8758,182756.0,en,highway,slacker,hitchhiker,Bill Brzeski,Danielle Berman,Christophe Beck,Jos? Antonio Garc?a,Seth Yanklewitz,Juel Bestrop,Susan Downey
8759,44115.0,en,highway,slacker,hitchhiker,Bill Brzeski,Danielle Berman,Christophe Beck,Jos? Antonio Garc?a,Seth Yanklewitz,Juel Bestrop,Susan Downey
8760,38055.0,en,saving the world,date,prison,NA,NA,Lorne Balfe,Hans Zimmer,Lara Breay,Denise Nolan Cascino,Stuart Cornfeld
8761,44214.0,en,competition,taxi,dancer,Th?r?se DePrez,David Stein,Clint Mansell,Craig Henighan,Scott Franklin,Jerry Fruchtman,Rose Garnett
8762,38363.0,en,cia,nuclear scientist,iraq,NA,NA,NA,NA,NA,NA,NA
8763,27563.0,en,belly dancing,NA,NA,NA,NA,Max Steiner,NA,Jerry Wald,NA,NA
8764,79591.0,ru,woman director,NA,NA,NA,NA,NA,NA,NA,NA,NA
8765,41058.0,en,jesse james,reward,pardon,Frank Hotaling,John McCarthy Jr.,Albert Glasser,T.A. Carman,Carl K. Hittleman,Robert L. Lippert,Yolanda Molinari
8766,38325.0,ru,isolation,radiation,radio,Gennady Popov,NA,Dmitry Katkhanov,Vladimir Golovnitski,Roman Borisevich,Olga Granina,NA
8767,133252.0,ru,isolation,radiation,radio,Gennady Popov,NA,Dmitry Katkhanov,Vladimir Golovnitski,Roman Borisevich,Olga Granina,NA
8768,38368.0,th,fish,bed,thai,NA,NA,NA,NA,NA,NA,NA
8769,44048.0,en,runaway train,NA,NA,Chris Seagers,Julian Ashby,Harry Gregson-Williams,NA,Julie Yorn,Tony Scott,Mimi Rogers
8770,38357.0,en,work ethic,tv morning show,tv reporter,NA,NA,NA,NA,J.J. Abrams,Bryan Burk,NA
8771,48303.0,en,wedding anniversary,italian art,tuscany italy,NA,NA,NA,NA,NA,NA,NA
8772,43539.0,en,evidence,passport,argument,Laurence Bennett,NA,Danny Elfman,NA,Olivier Delbosc,Eug?nie Grandval,Paul Haggis
8773,39210.0,en,milan,luxury hotel,man in towel?,Anne Ross,Fainche MacCarthy,Richard Beggs,Roy Waldspurger,Nicole Daniels,Courtney Sheinin,G. Mac Brown
8774,44147.0,en,milan,luxury hotel,man in towel?,Anne Ross,Fainche MacCarthy,Richard Beggs,Roy Waldspurger,Nicole Daniels,Courtney Sheinin,G. Mac Brown
8775,43434.0,en,gun,car bomb,tv mini-series,NA,NA,NA,NA,Jens Meurer,Daniel LeConte,Marc Hansell
8776,45958.0,en,immigrant,illegal immigrant,chinese,NA,NA,Gustavo Santaolalla,NA,Fernando Bovaira,Alejandro Gonz?lez I??rritu,Jon Kilik
8777,12444.0,en,corruption,isolation,radio,Stuart Craig,Stephanie McMillan,Alexandre Desplat,NA,Lionel Wigram,David Barron,David Heyman
8778,45269.0,en,great britain,radio,monarchy,Eve Stewart,Leon McCarthy,Alexandre Desplat,Peter Burgis,Nina Gold,Bob Weinstein,Paul Brett
8779,38757.0,en,horse,fairy tale,musical,Bill Schwab,Seth Engstrom,Alan Menken,NA,Roy Conli,John Lasseter,Glen Keane
8780,41999.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8781,45317.0,en,sport,irish american,documentary crew,Judy Becker,Gene Serdena,Michael Brook,NA,Darren Aronofsky,Dorothy Aufiero,Keith Dorrington
8782,41556.0,en,cheating,wedding,romantic literature,NA,NA,NA,NA,NA,NA,NA
8783,47088.0,en,woman director,indie,NA,Judy Becker,NA,Linda Cohen,Klaus Badelt,Anthony Bregman,Stephanie Davis,Jonathan Ames
8784,43924.0,en,NA,NA,NA,NA,NA,NA,NA,John Battsek,Robert DeBitetto,Alice Henty
8785,46420.0,en,killing,high school,female killer,NA,NA,Ollie Olsen,NA,Michael Boughen,Mark Lazarus,Anousha Zarkesh
8786,45324.0,en,biography,duringcreditsstinger,NA,NA,NA,NA,NA,NA,NA,NA
8787,33996.0,en,france,cold war,iron curtain,Jean-Michel Simonet,S?bastien Monteux-Halleur,Clint Mansell,NA,Philip Bo?ffard,Bertrand Faivre,Christophe Rossignon
8788,48838.0,en,france,cold war,iron curtain,Jean-Michel Simonet,S?bastien Monteux-Halleur,Clint Mansell,NA,Philip Bo?ffard,Bertrand Faivre,Christophe Rossignon
8789,42684.0,en,france,cold war,iron curtain,Jean-Michel Simonet,S?bastien Monteux-Halleur,Clint Mansell,NA,Philip Bo?ffard,Bertrand Faivre,Christophe Rossignon
8790,35123.0,en,scotland yard,film noir,NA,NA,NA,Friedrich Hollaender,NA,William Jacobs,Jack Warner,NA
8791,22135.0,en,thriller,kidnapping,NA,NA,NA,NA,NA,NA,NA,NA
8792,53654.0,en,vietnam veteran,mafia,brothers,NA,NA,NA,NA,NA,NA,NA
8793,38117.0,en,based on novel,love,beautiful woman,NA,NA,NA,NA,NA,NA,NA
8794,43347.0,en,male nudity,female nudity,briefe,NA,NA,James Newton Howard,NA,NA,NA,NA
8795,10140.0,en,based on novel,magic,good versus evil,Barry Robison,Ian Gracie,David Arnold,NA,Andrew Adamson,Mark Johnson,Cort Kristensen
8796,37710.0,en,paris,hotel,false identity,Jon Hutman,Susanna Codognato,James Newton Howard,James Newton Howard,Gary Barber,Roger Birnbaum,Jonathan Glickman
8797,44982.0,en,remake,remake of french film,NA,Jane Musky,Larry M. Gruber,Alexander Bubenheim,Phil Soussan,Simon O'Leary,Iliana Nikolic,Joseph Zolfo
8798,5562.0,fr,baby,pastor,village and town,NA,NA,?mile Delpierre,NA,Claude Chabrol,Roland Nonin,NA
8799,49901.0,de,german,undead,survival,Ulrich Frommhold,NA,David Hilgers,Hanse Warns,Melanie Berke,Sigrid Hoerner,Kathrin Kr?ckeberg
8800,46503.0,en,difficult childhood,patriarch,childhood trauma,NA,NA,NA,NA,NA,NA,NA
8801,48833.0,en,woman director,indie,NA,NA,NA,NA,NA,NA,NA,NA
8802,43930.0,en,invasion,australia,teenagers,Damien Drew,Michelle McGahey,Reinhold Heil,Johnny Klimek,Michael Boughen,Andrew Mason,Anousha Zarkesh
8803,44264.0,en,invasion,australia,teenagers,Damien Drew,Michelle McGahey,Reinhold Heil,Johnny Klimek,Michael Boughen,Andrew Mason,Anousha Zarkesh
8804,20526.0,en,invasion,australia,teenagers,Damien Drew,Michelle McGahey,Reinhold Heil,Johnny Klimek,Michael Boughen,Andrew Mason,Anousha Zarkesh
8805,44009.0,en,jealousy,cooking,garden,Simon Beresford,Andrew Rothschild,Gary Yershon,Andrew Glen,Gail Egan,Tessa Ross,Nina Gold
8806,42888.0,en,love triangle,baseball,athlete,NA,NA,Hans Zimmer,NA,John D. Schofield,James L. Brooks,Paula Weinstein
8807,46829.0,en,suicide,jealousy,canada,NA,NA,NA,NA,NA,NA,NA
8808,44129.0,en,stock price,corporate,carpenter,John R. Jensen,Kyra Friedman Curcio,Aaron Zigman,Ann Kline,Claire Rudnick Polstein,Paula Weinstein,Laura Rosenthal
8809,23108.0,en,court martial,tomahawk,smoke signal,John DuCasse Schulze,NA,Roy Webb,NA,Edward Small,NA,NA
8810,121006.0,en,cannery,NA,NA,NA,NA,NA,NA,NA,NA,NA
8811,37080.0,en,adoptive mother,nymphomaniac,mother daughter relationship,NA,NA,NA,NA,NA,NA,NA
8812,107592.0,en,money,mother daughter relationship,wedding,NA,NA,NA,NA,NA,NA,NA
8813,83036.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8814,49797.0,ko,secret agent,revenge,serial killer,NA,NA,Mowg,NA,Hyun-woo Kim,NA,NA
8815,41283.0,en,NA,NA,NA,David Lazan,Andrew Murdock,Clint Mansell,James Moriana,Martin Shafer,Liz Glotzer,Tony Gayton
8816,27585.0,en,loss of son,trauma,toy,NA,NA,NA,NA,Per Saari,NA,NA
8817,53156.0,en,general,arranged marriage,romance,NA,NA,NA,NA,NA,NA,NA
8818,39451.0,en,general,arranged marriage,romance,NA,NA,NA,NA,NA,NA,NA
8819,38745.0,en,general,arranged marriage,romance,NA,NA,NA,NA,NA,NA,NA
8820,10097.0,en,dublin,killer,doppelganger,NA,NA,Stephen McKeon,NA,John Boorman,John Buchanan,Kieran Corrigan
8821,46207.0,fr,africa,colonialism,woman director,NA,NA,NA,NA,NA,NA,NA
8822,33107.0,de,remake,murder,kidnapping,Marcela Bazzano,NA,tomandandy,NA,Chris Clark,Lizzie Friedman,Karen Lauder
